100.9217	22	0.00706
104.2601	39	0.00684
105.1709	24	0.00644
137.3143	15	0.00332
138.3992	11	0.0026
142.5097	11	0.00366
142.6753	19	0.00608
159.2112	24	0.00986
163.4829	19	0.00445
168.0434	454	0.00799
169.0477	32	0.00396
174.8614	10	0.00274
184.7844	13	0.00555
278.2823	13	0.00487
283.2662	21	0.00705
289.5170	14	0.0036
318.5644	22	0.0115
344.5844	9	0.00397
350.0035	18	0.0145
356.6726	9	0.00417
450.3165	18	0.00933
455.9209	16	0.0148
456.6015	11	0.00663
467.5241	16	0.0105
475.0995	12	0.00862
479.9182	13	0.0043
490.8709	17	0.018
499.9942	18	0.0106
514.3446	10	0.00688
531.4366	19	0.0168
532.1296	13	0.00499
535.8841	16	0.0114
539.2775	9	0.00497
541.1154	14	0.0114
545.7159	11	0.0124
548.1386	10	0.00485
548.8221	14	0.0147
554.7516	26	0.01
564.9238	16	0.0137
567.4576	16	0.011
567.5976	17	0.00898
568.3682	11	0.0208
569.1778	16	0.00848
573.3894	10	0.00264
575.5053	15	0.0109
576.0313	10	0.00497
576.3043	12	0.00518
578.8703	25	0.0144
579.6317	14	0.00889
579.9993	24	0.0113
580.9356	18	0.0114
583.1595	9	0.00766
585.7500	17	0.0126
586.1062	12	0.00723
587.2379	10	0.00502
588.3948	20	0.0115
589.1868	11	0.00536
589.7336	10	0.00521
590.5081	15	0.00469
590.6694	12	0.00961
590.8636	16	0.0148
592.0741	17	0.00741
592.8504	21	0.0211
593.6103	17	0.0119
595.0347	24	0.0164
596.0521	12	0.0177
597.8600	11	0.00729
599.0192	32	0.012
599.3174	18	0.0115
599.9798	19	0.0172
601.0802	15	0.0122
601.1050	12	0.013
601.3540	19	0.0167
603.3489	14	0.013
605.2884	9	0.00798
605.4918	16	0.0117
606.1838	16	0.012
607.9567	15	0.0179
609.6069	11	0.00988
610.7874	33	0.0156
611.3093	20	0.0083
611.7964	11	0.00768
612.1205	22	0.0203
615.2231	10	0.00513
616.8255	14	0.01
617.0566	12	0.013
617.8862	21	0.0133
618.4340	31	0.0154
619.2372	14	0.00494
620.4082	11	0.0102
626.4941	16	0.0127
626.6978	10	0.00518
627.4892	11	0.0133
628.8287	11	0.008
629.5931	16	0.0203
630.9061	26	0.0164
631.2790	12	0.00527
631.6495	20	0.0137
633.0450	15	0.0125
633.9653	18	0.0147
634.9270	24	0.0142
636.1722	11	0.00505
637.5816	16	0.0149
638.3309	16	0.0122
638.4037	10	0.00523
638.4439	11	0.00784
638.7764	9	0.00819
640.9394	22	0.0157
641.3692	11	0.00507
641.9713	15	0.0115
642.4850	12	0.0134
644.4995	74	0.0161
646.9133	11	0.0139
647.4785	13	0.00819
648.5349	17	0.0077
649.4293	10	0.00793
651.7498	13	0.00757
651.7926	11	0.00549
652.4408	14	0.0108
653.7837	9	0.00547
655.9506	19	0.0132
656.3721	18	0.0121
657.2395	11	0.00513
658.2882	15	0.00757
658.4105	14	0.00769
659.7326	22	0.0167
659.8945	13	0.00762
660.6794	10	0.00552
662.0084	15	0.0103
663.4577	14	0.018
663.6840	14	0.00924
664.4077	15	0.00782
665.5837	20	0.0168
668.6632	13	0.00767
669.0536	14	0.00794
670.5203	44	0.0204
670.7891	10	0.00536
671.5165	15	0.00787
676.5407	16	0.0183
677.2123	20	0.0175
677.6013	18	0.0154
677.9281	27	0.0167
678.3777	15	0.013
678.7304	13	0.013
680.0238	24	0.0122
680.4953	17	0.0132
680.6029	14	0.00785
680.7551	12	0.00792
681.0824	12	0.00576
681.8490	16	0.0128
684.9088	21	0.0148
687.1691	18	0.0131
687.4589	18	0.0247
687.6223	20	0.00987
687.9616	13	0.0111
688.3058	11	0.00601
689.2559	22	0.0153
689.5866	18	0.0138
689.8342	23	0.0173
690.3174	14	0.0126
690.5018	18	0.0108
690.7054	18	0.0174
691.3367	19	0.00713
693.3097	15	0.00993
694.7636	13	0.0109
695.0853	10	0.008
695.5146	10	0.00566
696.1860	16	0.00985
696.4534	12	0.00772
696.6498	12	0.011
697.2175	21	0.0131
697.8379	9	0.00565
698.0289	10	0.00583
699.2071	14	0.0278
700.6283	15	0.015
700.8693	10	0.00548
701.8202	13	0.00774
702.3192	21	0.0142
702.7084	14	0.00574
703.6409	17	0.00729
704.0084	17	0.0135
705.7412	12	0.00538
706.1179	34	0.0191
707.2486	15	0.0124
708.0267	15	0.00783
709.5036	14	0.0194
711.4314	15	0.0136
713.4052	13	0.0102
713.5275	18	0.0153
713.5619	18	0.00992
713.6384	17	0.0162
713.7350	11	0.00575
713.7886	21	0.0226
713.8562	10	0.0204
714.0823	32	0.0152
714.2361	34	0.0168
714.3273	22	0.0155
714.3852	26	0.0174
714.5435	21	0.0162
714.6296	15	0.0151
714.7408	9	0.00572
714.8468	14	0.00988
714.9657	13	0.00846
715.1185	26	0.0113
715.1473	17	0.0109
715.2188	36	0.0172
715.2705	43	0.0139
715.2985	17	0.0113
715.3402	11	0.0083
715.3922	32	0.0242
715.4329	57	0.0212
715.5758	16292	0.0257
715.6662	40	0.00948
715.6976	27	0.0228
715.7483	21	0.0164
715.7681	33	0.0146
715.8389	35	0.0136
715.8766	28	0.00843
715.9245	19	0.0207
715.9839	9	0.00572
716.0124	37	0.0111
716.0368	25	0.00596
716.0609	26	0.00765
716.0816	19	0.0138
716.1837	17	0.0164
716.2308	14	0.00827
716.2694	20	0.0189
716.3317	25	0.00753
716.4064	25	0.00713
716.4262	13	0.0205
716.4592	42	0.0151
