99.1158	116	0.00338
195.0014	230	0.00643
339.2868	116	0.00779
577.5196	594	0.0188
578.5209	2466	0.0183
579.5246	4686	0.0163
580.5274	5212	0.017
581.5302	1220	0.02
583.5343	106	0.00906
751.5357	622	0.0151
752.5400	4208	0.0195
753.5432	1438	0.0257
754.5445	240	0.0191
768.5070	120	0.0164
768.5551	182	0.0247
769.0041	314	0.0191
769.5100	610	0.0243
769.5663	4356	0.0227
770.0082	544	0.0173
770.2952	112	0.00898
770.5038	330	0.0122
770.5691	1812	0.0235
770.6290	118	0.0109
771.0090	166	0.0149
771.2169	96	0.0155
771.2624	102	0.0114
771.3635	102	0.00725
771.5135	27936	0.0156
771.7027	114	0.0183
771.7467	96	0.033
772.0095	158	0.0189
772.0673	174	0.0094
772.2805	100	0.0399
772.3986	182	0.024
772.5177	9290	0.0194
773.5218	1092	0.0274
774.5300	98	0.0233
